window GOBPID Pvalue OddsRatio ExpCount Count Size Term Pval_corr
Bd1_6725_6775 GO:0044700 3.87E-14 25.33820274 1.831011174 17 1021 single_organism_signaling 1.40E-13
Bd1_6725_6775 GO:0023052 3.93E-14 25.31111111 1.832804525 17 1022 signaling 1.40E-13
Bd1_6725_6775 GO:1901700 1.70E-13 22.9620202 2.003172851 17 1117 response_to_oxygen-containing_compound 5.43E-13
Bd1_6725_6775 GO:0006468 3.71E-13 21.24350649 2.517864533 18 1404 protein_phosphorylation 1.08E-12
Bd1_6725_6775 GO:0007154 8.78E-13 20.55446086 2.214788247 17 1235 cell_communication 2.34E-12
Bd1_6725_6775 GO:0010033 3.83E-12 18.58751561 2.424610291 17 1352 response_to_organic_substance 9.44E-12
Bd1_6725_6775 GO:0016310 6.85E-12 17.58604651 3.504207477 19 1954 phosphorylation 1.56E-11
Bd1_6725_6775 GO:0051716 8.30E-11 14.99560771 2.93392192 17 1636 cellular_response_to_stimulus 1.77E-10
Bd1_6725_6775 GO:0006796 3.96E-09 11.44618395 5.008828804 19 2793 phosphate-containing_compound_metabolic_process 7.91E-09
Bd1_6725_6775 GO:0042221 4.84E-09 11.14066307 3.792936957 17 2115 response_to_chemical 7.93E-09
Bd1_6725_6775 GO:0006793 4.92E-09 11.26974521 5.071596082 19 2828 phosphorus_metabolic_process 7.93E-09
Bd1_6725_6775 GO:0006464 4.95E-09 11.09508197 4.408056284 18 2458 cellular_protein_modification_process 7.93E-09
Bd1_6725_6775 GO:0036211 4.95E-09 11.09508197 4.408056284 18 2458 protein_modification_process 7.93E-09
Bd1_6725_6775 GO:0043412 2.51E-08 9.832374768 4.865360739 18 2713 macromolecule_modification 3.83E-08
Bd1_6725_6775 GO:0050794 1.38E-07 8.618491322 5.405159332 18 3014 regulation_of_cellular_process 2.01E-07
Bd1_6725_6775 GO:0050789 2.12E-07 8.5121055 6.309008139 19 3518 regulation_of_biological_process 2.95E-07
Bd1_6725_6775 GO:0065007 8.08E-07 7.650131926 6.830873224 19 3809 biological_regulation 1.08E-06
Bd1_6725_6775 GO:0044267 9.67E-07 7.363817538 6.106359498 18 3405 cellular_protein_metabolic_process 1.24E-06
Bd1_6725_6775 GO:0019538 9.31E-06 6.054514155 7.064008829 18 3939 protein_metabolic_process 1.15E-05
Bd1_6725_6775 GO:0050896 5.82E-05 5.098679756 7.97861774 18 4449 response_to_stimulus 6.90E-05
Bd1_6725_6775 GO:0044260 0.000234549 4.761984673 10.72244448 20 5979 cellular_macromolecule_metabolic_process 0.000268056
Bd1_6725_6775 GO:0044763 0.000620903 4.282707083 11.39495103 20 6354 single-organism_cellular_process 0.000685134
Bd1_6725_6775 GO:0043170 0.00104854 4.031552163 11.7823148 20 6570 macromolecule_metabolic_process 0.001118443
Bd1_6750_6800 GO:0006468 8.35E-06 7.377704851 2.421023589 11 1404 protein_phosphorylation 8.13E-05
Bd1_6750_6800 GO:0016310 3.29E-05 5.9562703 3.369430266 12 1954 phosphorylation 0.00020821
Bd1_6750_6800 GO:0006796 0.00108016 3.880839764 4.816181542 12 2793 phosphate-containing_compound_metabolic_process 0.001724376
Bd1_6750_6800 GO:0006793 0.001212049 3.821131993 4.876534694 12 2828 phosphorus_metabolic_process 0.001724376
Bd1_6750_6800 GO:0006464 0.001412401 3.861463016 4.238515657 11 2458 cellular_protein_modification_process 0.001724376
Bd1_6750_6800 GO:0036211 0.001412401 3.861463016 4.238515657 11 2458 protein_modification_process 0.001724376
Bd1_675_725 GO:0015979 2.10E-16 26.34587379 1.154021244 17 429 photosynthesis 5.66E-15
Bd1_675_725 GO:0022900 2.09E-12 21.88235294 0.903848807 13 336 electron_transport_chain 2.82E-11
Bd1_675_725 GO:0006412 1.00E-11 13.98819422 1.885708374 16 701 translation 6.57E-11
Bd1_675_725 GO:0019684 1.09E-11 22.02486402 0.801627811 12 298 photosynthesis_light_reaction 6.57E-11
Bd1_675_725 GO:0043043 1.22E-11 13.7977697 1.909918609 16 710 peptide_biosynthetic_process 6.57E-11
Bd1_675_725 GO:0043604 2.18E-11 13.23569794 1.985239343 16 738 amide_biosynthetic_process 9.79E-11
Bd1_675_725 GO:0006518 2.56E-11 13.08302561 2.006759553 16 746 peptide_metabolic_process 9.86E-11
Bd1_675_725 GO:0009767 8.44E-11 45.24626279 0.242102359 8 90 photosynthetic_electron_transport_chain 2.72E-10
Bd1_675_725 GO:0043603 9.07E-11 11.94057243 2.184301283 16 812 cellular_amide_metabolic_process 2.72E-10
Bd1_675_725 GO:0006091 1.38E-10 12.52911208 1.8883984 15 702 generation_of_precursor_metabolites_and_energy 3.73E-10
Bd1_675_725 GO:1901566 9.81E-09 7.631506849 3.975858739 18 1478 organonitrogen_compound_biosynthetic_process 2.41E-08
Bd1_675_725 GO:0022904 2.93E-08 40.89488636 0.188301835 6 70 respiratory_electron_transport_chain 6.59E-08
Bd1_675_725 GO:1901564 6.04E-08 6.296475133 5.624844806 20 2091 organonitrogen_compound_metabolic_process 1.25E-07
Bd1_675_725 GO:0045333 1.24E-06 20.84945455 0.352393434 6 131 cellular_respiration 2.39E-06
Bd1_675_725 GO:0015980 1.91E-06 19.29158249 0.379293696 6 141 energy_derivation_by_oxidation_of_organic_compounds 3.43E-06
Bd1_675_725 GO:0044271 5.02E-06 4.561532936 7.346461581 20 2731 cellular_nitrogen_compound_biosynthetic_process 8.48E-06
Bd1_675_725 GO:0055114 1.67E-05 4.731772377 4.57842461 15 1702 oxidation-reduction_process 2.65E-05
Bd1_675_725 GO:0044237 2.16E-05 6.188747196 22.87598289 35 8504 cellular_metabolic_process 3.23E-05
Bd1_675_725 GO:0010467 4.58E-05 3.871358371 7.714995172 19 2868 gene_expression 6.50E-05
Bd1_675_725 GO:0034645 6.48E-05 3.755738267 7.903297006 19 2938 cellular_macromolecule_biosynthetic_process 8.75E-05
Bd1_675_725 GO:0009059 7.68E-05 3.699983074 7.997447924 19 2973 macromolecule_biosynthetic_process 9.87E-05
Bd1_675_725 GO:0044267 0.000148606 3.443675659 9.159539247 20 3405 cellular_protein_metabolic_process 0.000174451
Bd1_675_725 GO:0019538 0.000376158 3.138803811 10.59601324 21 3939 protein_metabolic_process 0.000423178
Bd1_675_725 GO:0034641 0.000449403 3.074700251 11.58056284 22 4305 cellular_nitrogen_compound_metabolic_process 0.000485356
Bd1_675_725 GO:0006807 0.001555539 2.727298011 12.57587253 22 4675 nitrogen_compound_metabolic_process 0.001555539
Bd1_6775_6825 GO:0006468 0.000495998 4.962808349 2.517864533 9 1404 protein_phosphorylation 0.001793351
Bd1_6775_6825 GO:0016310 0.001310757 4.027777778 3.504207477 10 1954 phosphorylation 0.001793351
Bd1_6800_6850 GO:0065008 0.000211211 9.327954545 0.945095875 6 806 regulation_of_biological_quality 0.000253453
Bd1_6950_7000 GO:0055114 0.000861085 4.195560809 3.287074079 10 1702 oxidation-reduction_process 0.000861085
Bd1_700_750 GO:0006412 5.76E-09 13.33236575 1.450544903 12 701 translation 2.90E-08
Bd1_700_750 GO:0043043 6.65E-09 13.15186246 1.469168161 12 710 peptide_biosynthetic_process 2.90E-08
Bd1_700_750 GO:0043604 1.03E-08 12.61891644 1.527107187 12 738 amide_biosynthetic_process 2.90E-08
Bd1_700_750 GO:0006518 1.16E-08 12.47411444 1.543661195 12 746 peptide_metabolic_process 2.90E-08
Bd1_700_750 GO:0043603 2.98E-08 11.39 1.680231756 12 812 cellular_amide_metabolic_process 5.96E-08
Bd1_700_750 GO:1901566 2.76E-06 6.787351937 3.058352876 13 1478 organonitrogen_compound_biosynthetic_process 4.60E-06
Bd1_700_750 GO:1901564 2.40E-05 5.220089071 4.326803697 14 2091 organonitrogen_compound_metabolic_process 3.43E-05
Bd1_700_750 GO:0044271 0.00047277 3.784366949 5.651124293 14 2731 cellular_nitrogen_compound_biosynthetic_process 0.000590963
Bd1_700_750 GO:0034645 0.001020939 3.454514364 6.079459236 14 2938 cellular_macromolecule_biosynthetic_process 0.001134377
Bd1_700_750 GO:0009059 0.00115415 3.403303481 6.151883018 14 2973 macromolecule_biosynthetic_process 0.00115415
Bd1_7100_7150 GO:0006508 2.70E-05 7.501664817 1.726996827 9 963 proteolysis 8.11E-05
Bd1_7125_7175 GO:0006508 0.001528546 4.947960251 1.793419782 7 963 proteolysis 0.001528546
Bd1_7200_7250 GO:0055114 0.000200052 5.395981087 2.817492068 10 1702 oxidation-reduction_process 0.000300077
Bd1_7250_7300 GO:0006629 0.000243074 5.460049423 2.2776245 9 1223 lipid_metabolic_process 0.000631047
Bd1_7475_7525 GO:0009117 0.000677157 6.736628849 1.117257553 6 623 nucleotide_metabolic_process 0.000991452
Bd1_7475_7525 GO:0006753 0.000718205 6.657692308 1.129811008 6 630 nucleoside_phosphate_metabolic_process 0.000991452
Bd1_7475_7525 GO:0055086 0.000991452 6.238554217 1.201545041 6 670 nucleobase-containing_small_molecule_metabolic_process 0.000991452
Bd1_7525_7575 GO:0032787 0.000261349 6.946114742 1.352462409 7 817 monocarboxylic_acid_metabolic_process 0.000448027
Bd1_7525_7575 GO:0019752 0.001080835 4.864714603 2.246378811 8 1357 carboxylic_acid_metabolic_process 0.001569981
Bd1_7525_7575 GO:0043436 0.001302193 4.713976945 2.31093944 8 1396 oxoacid_metabolic_process 0.001569981
Bd1_7525_7575 GO:0006082 0.001308318 4.710223182 2.312594841 8 1397 organic_acid_metabolic_process 0.001569981
Bd1_7650_7700 GO:0009266 9.82E-05 7.917547569 1.132156159 7 566 response_to_temperature_stimulus 0.000163662
Bd1_7650_7700 GO:0009628 0.000313021 4.508846426 3.476479514 11 1738 response_to_abiotic_stimulus 0.000391277
Bd1_775_825 GO:0033036 0.000336642 6.710143905 1.416678163 7 893 macromolecule_localization 0.000336642
Bd1_7950_8000 GO:0071822 3.48E-05 9.758682995 0.981652642 7 593 protein_complex_subunit_organization 0.000313376
Bd1_7950_8000 GO:0043933 0.000873112 5.608318479 1.650434543 7 997 macromolecular_complex_subunit_organization 0.001688339
Bd1_7975_8025 GO:0050896 0.001603493 4.204109236 6.137398262 13 4449 response_to_stimulus 0.001603493
Bd1_8050_8100 GO:0007049 0.000936068 6.18594306 1.175334529 6 568 cell_cycle 0.001560113
Bd1_8225_8275 GO:0050790 9.84E-06 15.36651584 0.525106911 6 331 regulation_of_catalytic_activity 1.61E-05
Bd1_8225_8275 GO:0065009 1.37E-05 14.45524297 0.556835426 6 351 regulation_of_molecular_function 2.06E-05
Bd1_8225_8275 GO:0032268 2.72E-05 12.74660633 0.628224583 6 396 regulation_of_cellular_protein_metabolic_process 3.77E-05
Bd1_8225_8275 GO:0051246 3.09E-05 12.45112782 0.642502414 6 405 regulation_of_protein_metabolic_process 3.97E-05
Bd1_8250_8300 GO:0050790 1.66E-05 13.74704453 0.570768382 6 331 regulation_of_catalytic_activity 2.87E-05
Bd1_8250_8300 GO:0065009 2.31E-05 12.93180778 0.605255897 6 351 regulation_of_molecular_function 3.66E-05
Bd1_8250_8300 GO:0032268 4.56E-05 11.40323887 0.682852807 6 396 regulation_of_cellular_protein_metabolic_process 6.66E-05
Bd1_8250_8300 GO:0051246 5.17E-05 11.13889988 0.698372189 6 405 regulation_of_protein_metabolic_process 7.01E-05
Bd1_8250_8300 GO:0048523 0.000108437 9.685131867 0.798385984 6 463 negative_regulation_of_cellular_process 0.000137354
Bd1_8250_8300 GO:0048519 0.001417077 5.835517461 1.291557456 6 749 negative_regulation_of_biological_process 0.001495803
Bd1_825_875 GO:1901564 0.000138014 5.462540064 3.317216168 11 2091 organonitrogen_compound_metabolic_process 0.00075908
Bd1_825_875 GO:0055086 0.000489314 7.341070163 1.062905228 6 670 nucleobase-containing_small_molecule_metabolic_process 0.001200084
Bd1_825_875 GO:1901135 0.000860891 5.675253378 1.65464202 7 1043 carbohydrate_derivative_metabolic_process 0.001524789
Bd1_8325_8375 GO:0006412 0.000134153 7.721181556 1.208787419 7 701 translation 0.000355546
Bd1_8325_8375 GO:0043043 0.000145268 7.617354196 1.224306801 7 710 peptide_biosynthetic_process 0.000355546
Bd1_8325_8375 GO:0043604 0.000184761 7.310685515 1.272589323 7 738 amide_biosynthetic_process 0.000355546
Bd1_8325_8375 GO:0006518 0.000197526 7.227334235 1.286384329 7 746 peptide_metabolic_process 0.000355546
Bd1_8325_8375 GO:0043603 0.000332761 6.602898551 1.40019313 7 812 cellular_amide_metabolic_process 0.000499142
Bd1_8350_8400 GO:1901566 0.001380637 4.718367347 2.344737205 8 1478 organonitrogen_compound_biosynthetic_process 0.001577871
Bd1_8700_8750 GO:0016043 0.001248741 3.565598947 4.740653883 12 2291 cellular_component_organization 0.001336013
Bd1_8725_8775 GO:0080090 0.001040633 5.378133333 2.337839702 8 1883 regulation_of_primary_metabolic_process 0.001646165
Bd1_8725_8775 GO:0009605 0.001052185 6.654150198 1.263898469 6 1018 response_to_external_stimulus 0.001646165
Bd1_8725_8775 GO:0044699 0.001097443 11.67994874 10.6773348 17 8600 single-organism_process 0.001646165
Bd1_8725_8775 GO:0007275 0.001674633 4.951737835 2.51041523 8 2022 multicellular_organism_development 0.001943032
Bd1_8725_8775 GO:0065007 0.001921836 4.419694576 4.729066078 11 3809 biological_regulation 0.001943032
Bd1_8725_8775 GO:0044707 0.001943032 4.823300971 2.567526555 8 2068 single-multicellular_organism_process 0.001943032
Bd1_8750_8800 GO:0065007 0.000100044 5.278564839 6.042695544 15 3809 biological_regulation 0.000625805
Bd1_8750_8800 GO:0065008 0.000178802 7.488423029 1.278659125 7 806 regulation_of_biological_quality 0.000625805
Bd1_8850_8900 GO:0016053 0.001235009 5.931686359 1.249620637 6 671 organic_acid_biosynthetic_process 0.00166637
Bd1_8850_8900 GO:0046394 0.001235009 5.931686359 1.249620637 6 671 carboxylic_acid_biosynthetic_process 0.00166637
Bd1_8875_8925 GO:0044272 2.10E-05 12.92581332 0.589046765 6 305 sulfur_compound_biosynthetic_process 0.000273528
Bd1_8875_8925 GO:0006790 8.80E-05 9.898313027 0.760932542 6 394 sulfur_compound_metabolic_process 0.000571679
Bd1_8875_8925 GO:0044723 0.000994621 5.321219226 1.660918747 7 860 single-organism_carbohydrate_metabolic_process 0.001637054
Bd1_8875_8925 GO:0016053 0.001511127 5.661654135 1.295902883 6 671 organic_acid_biosynthetic_process 0.001637054
Bd1_8875_8925 GO:0046394 0.001511127 5.661654135 1.295902883 6 671 carboxylic_acid_biosynthetic_process 0.001637054
Bd1_8925_8975 GO:0019219 0.000133256 4.544516129 3.663125948 12 1562 regulation_of_nucleobase-containing_compound_metabolic_process 0.000745825
Bd1_8925_8975 GO:2000112 0.00020532 4.318574151 3.831976824 12 1634 regulation_of_cellular_macromolecule_biosynthetic_process 0.000745825
Bd1_8925_8975 GO:0010556 0.000206521 4.315577214 3.834321975 12 1635 regulation_of_macromolecule_biosynthetic_process 0.000745825
Bd1_8925_8975 GO:0031326 0.000233176 4.253483743 3.883570148 12 1656 regulation_of_cellular_biosynthetic_process 0.000745825
Bd1_8925_8975 GO:0009889 0.000268737 4.181600305 3.942198924 12 1681 regulation_of_biosynthetic_process 0.000745825
Bd1_8925_8975 GO:0051171 0.00027484 4.170298321 3.951579528 12 1685 regulation_of_nitrogen_compound_metabolic_process 0.000745825
Bd1_8925_8975 GO:1903506 0.000349411 4.269553281 3.442681749 11 1468 regulation_of_nucleic_acid-templated_transcription 0.000745825
Bd1_8925_8975 GO:2001141 0.000349411 4.269553281 3.442681749 11 1468 regulation_of_RNA_biosynthetic_process 0.000745825
Bd1_8925_8975 GO:0006355 0.000349411 4.269553281 3.442681749 11 1468 regulation_of_transcription_DNA-templated 0.000745825
Bd1_8925_8975 GO:0051252 0.000372912 4.233977017 3.468478411 11 1479 regulation_of_RNA_metabolic_process 0.000745825
Bd1_8925_8975 GO:0080090 0.00077046 3.671250182 4.415919437 12 1883 regulation_of_primary_metabolic_process 0.001194014
Bd1_8925_8975 GO:0060255 0.000812375 3.646604193 4.441716099 12 1894 regulation_of_macromolecule_metabolic_process 0.001194014
Bd1_8925_8975 GO:0031323 0.000897793 3.600343955 4.490964271 12 1915 regulation_of_cellular_metabolic_process 0.001194014
Bd1_8925_8975 GO:0019222 0.000903363 3.463900289 5.173403228 13 2206 regulation_of_metabolic_process 0.001194014
Bd1_8925_8975 GO:0006351 0.000986435 3.724391146 3.885915299 11 1657 transcription_DNA-templated 0.001194014
Bd1_8925_8975 GO:0097659 0.000986435 3.724391146 3.885915299 11 1657 nucleic_acid-templated_transcription 0.001194014
Bd1_8925_8975 GO:0032774 0.001021977 3.706594071 3.902331356 11 1664 RNA_biosynthetic_process 0.001194014
Bd1_8925_8975 GO:0010468 0.001074612 3.68142958 3.925782867 11 1674 regulation_of_gene_expression 0.001194014
Bd1_8925_8975 GO:0050794 0.001826363 3.0181113 7.068285281 15 3014 regulation_of_cellular_process 0.001826363
Bd1_8950_9000 GO:0050793 0.000597857 6.690561529 1.072078907 6 471 regulation_of_developmental_process 0.00067259
Bd1_9025_9075 GO:0046907 0.000678704 7.00511509 1.141398814 6 788 intracellular_transport 0.001079756
Bd1_9025_9075 GO:0033036 0.001308441 6.128523112 1.293488757 6 893 macromolecule_localization 0.001635551
Bd1_9025_9075 GO:0051649 0.001772446 5.753878852 1.371706442 6 947 establishment_of_localization_in_cell 0.001879867
Bd1_925_975 GO:0009791 0.000820973 4.449926942 2.648641192 9 1280 post-embryonic_development 0.001565268
Bd2_100_150 GO:0043412 0.000223127 7.841715976 2.619809629 9 2713 macromolecule_modification 0.00066938
Bd2_100_150 GO:0006468 0.001235718 7.020386266 1.35577321 6 1404 protein_phosphorylation 0.001476548
Bd2_1075_1125 GO:0061458 0.00152262 6.077224146 1.347220306 6 1028 reproductive_system_development 0.001598751
Bd2_1075_1125 GO:0048608 0.00152262 6.077224146 1.347220306 6 1028 reproductive_structure_development 0.001598751
Bd2_1150_1200 GO:0051707 0.000858416 5.379760305 1.605807698 7 751 response_to_other_organism 0.0014267
Bd2_1150_1200 GO:0043207 0.000858416 5.379760305 1.605807698 7 751 response_to_external_biotic_stimulus 0.0014267
Bd2_1150_1200 GO:0009605 0.001058075 4.634352131 2.17671403 8 1018 response_to_external_stimulus 0.0014267
Bd2_1150_1200 GO:0009607 0.001064903 5.174060881 1.665678025 7 779 response_to_biotic_stimulus 0.0014267
Bd2_125_175 GO:0016310 5.90E-07 14.19752959 2.15643537 11 1954 phosphorylation 2.95E-06
Bd2_125_175 GO:0006796 2.14E-06 12.62243797 3.082356187 12 2793 phosphate-containing_compound_metabolic_process 4.10E-06
Bd2_125_175 GO:0006793 2.46E-06 12.42826705 3.120982204 12 2828 phosphorus_metabolic_process 4.10E-06
Bd2_125_175 GO:0006468 4.79E-05 9.373925501 1.549455097 8 1404 protein_phosphorylation 5.99E-05
Bd2_125_175 GO:0043412 0.000137102 7.262917746 2.994068147 10 2713 macromolecule_modification 0.000137102
Bd2_1300_1350 GO:0009725 0.001308441 6.128523112 1.293488757 6 893 response_to_hormone 0.00161453
Bd2_1300_1350 GO:0009719 0.00161453 5.867099567 1.347082356 6 930 response_to_endogenous_stimulus 0.00161453
Bd2_1325_1375 GO:0009725 0.00076793 5.649400024 1.601462271 7 893 response_to_hormone 0.000977259
Bd2_1325_1375 GO:0009719 0.000977259 5.408165593 1.667816251 7 930 response_to_endogenous_stimulus 0.000977259
Bd2_1375_1425 GO:0009892 0.000147909 9.268195414 0.851910608 6 537 negative_regulation_of_metabolic_process 0.000360561
Bd2_1375_1425 GO:0048519 0.000882319 6.522998971 1.18823286 6 749 negative_regulation_of_biological_process 0.001058782
Bd2_1500_1550 GO:0071702 0.001060687 4.717595049 2.19975169 8 1139 organic_substance_transport 0.001301752
Bd2_1550_1600 GO:0015979 4.23E-06 13.71117926 0.71016692 7 429 photosynthesis 0.000152339
Bd2_1550_1600 GO:0055114 0.000200052 5.395981087 2.817492068 10 1702 oxidation-reduction_process 0.00035723
Bd2_1550_1600 GO:0006091 0.000802106 6.598659004 1.162091323 6 702 generation_of_precursor_metabolites_and_energy 0.001031279
Bd2_1575_1625 GO:0015979 0.000140386 9.056737589 0.828528073 6 429 photosynthesis 0.001403856
Bd2_1600_1650 GO:0006396 0.001117782 6.168912848 1.238239757 6 748 RNA_processing 0.001889456
Bd2_175_225 GO:0032268 4.56E-05 11.40323887 0.682852807 6 396 regulation_of_cellular_protein_metabolic_process 0.000167892
Bd2_175_225 GO:0051246 5.17E-05 11.13889988 0.698372189 6 405 regulation_of_protein_metabolic_process 0.000167892
Bd2_175_225 GO:0044267 0.001833265 3.539037932 5.871499517 13 3405 cellular_protein_metabolic_process 0.001931957
Bd2_1850_1900 GO:0043436 0.000339604 5.307047585 2.407228583 9 1396 oxoacid_metabolic_process 0.000768242
Bd2_1850_1900 GO:0006082 0.000341441 5.302818804 2.408952959 9 1397 organic_acid_metabolic_process 0.000768242
Bd2_1850_1900 GO:0044281 0.000513239 4.440224527 3.771209822 11 2187 small_molecule_metabolic_process 0.000769858
Bd2_1850_1900 GO:0016053 0.000799542 6.557024139 1.157056146 6 671 organic_acid_biosynthetic_process 0.000899485
Bd2_1850_1900 GO:0046394 0.000799542 6.557024139 1.157056146 6 671 carboxylic_acid_biosynthetic_process 0.000899485
Bd2_1850_1900 GO:0019752 0.001460451 4.578206079 2.339977928 8 1357 carboxylic_acid_metabolic_process 0.001460451
Bd2_1950_2000 GO:0044248 0.000901568 6.770729271 1.218788798 6 930 cellular_catabolic_process 0.001160768
Bd2_200_250 GO:0006508 0.00010381 7.078010471 1.594150917 8 963 proteolysis 0.000168691
Bd2_2200_2250 GO:0019637 0.001210499 5.2395 1.736446406 7 1007 organophosphate_metabolic_process 0.001815749
Bd2_2275_2325 GO:0044723 0.000994621 5.321219226 1.660918747 7 860 single-organism_carbohydrate_metabolic_process 0.001193545
Bd2_2425_2475 GO:0055114 0.001042036 4.529592439 2.817492068 9 1702 oxidation-reduction_process 0.001655401
Bd2_2450_2500 GO:0015979 2.13E-05 10.13002267 0.887708649 7 429 photosynthesis 0.00027747
Bd2_2450_2500 GO:0055114 0.001582578 3.775413712 3.521865085 10 1702 oxidation-reduction_process 0.001813169
Bd2_2500_2550 GO:0050789 0.000470176 5.73681209 4.125120706 11 3518 regulation_of_biological_process 0.001305831
Bd2_2500_2550 GO:0050794 0.000678131 5.457960814 3.53414264 10 3014 regulation_of_cellular_process 0.001305831
Bd2_2500_2550 GO:0065007 0.000979373 5.156793049 4.466340185 11 3809 biological_regulation 0.001305831
Bd2_2600_2650 GO:0009266 0.000623062 6.774350649 1.093116292 6 566 response_to_temperature_stimulus 0.000712071
Bd2_275_325 GO:0016310 0.001367899 4.460312438 2.965098634 9 1954 phosphorylation 0.001739011
Bd2_2850_2900 GO:0009653 0.001323735 6.113835771 1.296385708 6 895 anatomical_structure_morphogenesis 0.001629535
Bd2_300_350 GO:0003006 5.26E-05 8.687305487 1.525865637 8 1229 developmental_process_involved_in_reproduction 0.000207633
Bd2_300_350 GO:0044702 6.56E-05 8.400953137 1.573044558 8 1267 single_organism_reproductive_process 0.000207633
Bd2_300_350 GO:0022414 0.000181658 7.16698762 1.815146917 8 1462 reproductive_process 0.000329225
Bd2_300_350 GO:0000003 0.000185189 7.145130316 1.820113119 8 1466 reproduction 0.000329225
Bd2_300_350 GO:0048856 0.000396199 5.905102527 2.614705477 9 2106 anatomical_structure_development 0.00057629
Bd2_300_350 GO:0044767 0.000708862 5.395759717 2.82204442 9 2273 single-organism_developmental_process 0.000872446
Bd2_300_350 GO:0032502 0.000829904 5.262975779 2.881638847 9 2321 developmental_process 0.000948462
Bd2_3025_3075 GO:0009651 0.000212666 8.362641735 0.894192302 6 463 response_to_salt_stress 0.001304191
Bd2_3025_3075 GO:0006970 0.000339655 7.635817089 0.975306939 6 505 response_to_osmotic_stress 0.001304191
Bd2_3025_3075 GO:0009628 0.001015842 4.096579218 3.35660091 10 1738 response_to_abiotic_stimulus 0.001930099
Bd2_3175_3225 GO:0006518 0.001102318 6.186486486 1.234928956 6 746 peptide_metabolic_process 0.001526287
Bd2_3175_3225 GO:0043603 0.001708203 5.652605459 1.344185405 6 812 cellular_amide_metabolic_process 0.001785869
Bd2_3200_3250 GO:0006952 0.00193955 5.546393153 1.383363223 6 872 defense_response 0.00193955
Bd2_3350_3400 GO:0051179 0.000135774 7.272839506 2.990757346 10 2710 localization 0.001182969
Bd2_3350_3400 GO:0051234 0.00066542 5.864713627 2.883708098 9 2613 establishment_of_localization 0.001182969
Bd2_3775_3825 GO:0065008 0.000240403 7.047412206 1.334253 7 806 regulation_of_biological_quality 0.000721209
Bd2_3875_3925 GO:0044699 0.001958905 6.527444354 12.45689061 19 8600 single-organism_process 0.001958905
Bd2_4025_4075 GO:0006979 2.29E-05 13.16246499 0.609187474 6 384 response_to_oxidative_stress 2.29E-05
Bd2_4050_4100 GO:0006952 0.000869528 6.73639063 1.202924541 6 872 defense_response 0.000869528
Bd2_4075_4125 GO:0010038 1.60E-05 15.18906193 0.595668368 6 508 response_to_metal_ion 4.80E-05
Bd2_4075_4125 GO:0010035 0.000314394 8.628444726 1.016622982 6 867 response_to_inorganic_substance 0.000314394
Bd2_4300_4350 GO:0006950 7.95E-06 9.036585366 3.272727273 12 2636 response_to_stress 3.18E-05
Bd2_4300_4350 GO:0006952 4.92E-05 10.01629007 1.082632087 7 872 defense_response 9.85E-05
Bd2_4300_4350 GO:0050896 0.000342768 5.886925158 5.523658436 13 4449 response_to_stimulus 0.000457025
Bd2_4325_4375 GO:0006952 1.51E-06 11.83140209 1.263070768 9 872 defense_response 4.52E-06
Bd2_4325_4375 GO:0006950 1.09E-05 7.343785742 3.818181818 13 2636 response_to_stress 1.63E-05
Bd2_4350_4400 GO:0006952 0.000513187 6.117919075 1.503655677 7 872 defense_response 0.001734999
Bd2_4375_4425 GO:0016192 0.000111432 9.417391304 0.792109256 6 396 vesicle-mediated_transport 0.000222864
Bd2_4550_4600 GO:1902589 0.001146738 6.237058465 1.254931715 6 827 single-organism_organelle_organization 0.001605434
Bd2_475_525 GO:0009653 0.000997088 6.551020408 1.234653056 6 895 anatomical_structure_morphogenesis 0.001379501
Bd2_4875_4925 GO:0055114 2.09E-06 6.624703791 3.521865085 14 1702 oxidation-reduction_process 4.18E-06
Bd2_4875_4925 GO:0022900 5.50E-05 10.71060606 0.695268313 6 336 electron_transport_chain 5.50E-05
Bd2_4950_5000 GO:0006629 0.000985182 4.849382716 2.193268037 8 1223 lipid_metabolic_process 0.001793351
Bd2_4975_5025 GO:0016042 2.39E-06 18.94276243 0.399848255 6 187 lipid_catabolic_process 9.57E-06
Bd2_4975_5025 GO:0006629 2.56E-05 6.015057756 2.615050352 11 1223 lipid_metabolic_process 5.12E-05
Bd2_4975_5025 GO:0044712 7.52E-05 7.030473033 1.475375914 8 690 single-organism_catabolic_process 0.000100228
Bd2_4975_5025 GO:1901575 0.00161788 4.3157513 2.324251621 8 1087 organic_substance_catabolic_process 0.00161788
Bd2_5075_5125 GO:0044260 0.000475651 5.711889988 8.248034212 16 5979 cellular_macromolecule_metabolic_process 0.000832389
Bd2_5075_5125 GO:0032501 0.001608866 4.503308013 3.083183887 9 2235 multicellular_organismal_process 0.001791516
Bd2_5075_5125 GO:0043170 0.001667174 4.836130607 9.063319078 16 6570 macromolecule_metabolic_process 0.001791516
Bd2_5100_5150 GO:0044260 0.001230801 4.568975348 8.660435922 16 5979 cellular_macromolecule_metabolic_process 0.001623787
Bd2_5100_5150 GO:0031326 0.001471647 4.79051531 2.398675679 8 1656 regulation_of_cellular_biosynthetic_process 0.001623787
Bd2_5100_5150 GO:0009889 0.001623787 4.709733781 2.434887571 8 1681 regulation_of_biosynthetic_process 0.001623787
